time,x,y,z,power,laser_on,layer,hatch,mode,front_coord,scan_id
1.48500001430511,0.034730,0.000000,0.006000,0,0,1,1,weld,0.006000,85
1.5,0.035000,0.000000,0.006000,0,0,1,1,weld,0.006000,86
1.50499999523163,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,87
1.50999999046326,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,88
1.51499998569489,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,89
1.51999998092651,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,90
1.52499997615814,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,91
1.52999997138977,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,92
1.5349999666214,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,93
1.53999996185303,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,94
1.54999995231628,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,95
1.55999994277954,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,96
1.5699999332428,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,97
1.57999992370605,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,98
1.58999991416931,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,99
1.60500001907349,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,100
1.62000000476837,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,101
1.63499999046326,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,102
1.64999997615814,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,103
1.66499996185303,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,104
1.67499995231628,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,105
1.68499994277954,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,106
1.6949999332428,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,107
1.71499991416931,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,108
1.74500000476837,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,109
1.7849999666214,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,110
1.83999991416931,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,111
1.9099999666214,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,112
2,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,113
2.10999989509583,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,114
2.24499988555908,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,115
2.41499996185303,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,116
2.6399998664856,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,117
2.97000002861023,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,118
3.47000002861023,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,119
3.97000002861023,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,120
4.46999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,121
4.96999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,122
5.46999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,123
5.96999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,124
6.46999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,125
6.96999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,126
7.46999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,127
7.96999979019165,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,128
8.47000026702881,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,129
8.97000026702881,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,130
9.46999931335449,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,131
9.96999931335449,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,132
10.4699993133545,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,133
10.9699993133545,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,134
11.4699993133545,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,135
11.5,0.035000,0.000000,0.006000,0,0,1,1,cooling,0.006000,136
