time,x,y,z,power,laser_on,layer,hatch,mode,front_coord,scan_id
3.66872573189285,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,328
3.99978459167678,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,329
4.3805022804283,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,330
4.81832762249254,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,331
5.32182676586643,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,332
5.90085078074639,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,333
6.56672839785835,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,334
7.33248765753711,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,335
8.21311080616767,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,336
9.22582742709283,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,337
10.3904515411568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,338
11.7297692723303,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,339
13.2699846631798,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,340
15.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,341
17.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,342
19.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,343
21.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,344
23.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,345
25.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,346
27.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,347
29.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,348
31.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,349
33.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,350
35.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,351
37.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,352
39.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,353
41.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,354
43.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,355
45.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,356
47.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,357
49.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,358
51.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,359
53.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,360
55.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,361
57.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,362
59.0412323626568,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,363
60,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,364
