time,x,y,z,power,laser_on,layer,hatch,mode,front_coord,scan_id
0.254999995231628,0.010000,0.012590,0.006000,0,0,1,1,weld,0.006000,0
0.504999995231628,0.010000,0.017090,0.006000,0,0,1,1,weld,0.006000,1
0.754999995231628,0.010000,0.021590,0.006000,0,0,1,1,weld,0.006000,2
1.00499999523163,0.010000,0.026090,0.006000,0,0,1,1,weld,0.006000,3
1.25499999523163,0.010000,0.030590,0.006000,0,0,1,1,weld,0.006000,4
1.5,0.010000,0.035000,0.006000,0,0,1,1,weld,0.006000,5
1.51499998569489,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,6
1.52499997615814,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,7
1.53999996185303,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,8
1.55999994277954,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,9
1.58000004291534,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,10
1.60000002384186,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,11
1.62000000476837,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,12
1.63999998569489,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,13
1.6599999666214,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,14
1.67999994754791,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,15
1.69500005245209,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,16
1.90499997138977,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,17
2.20499992370605,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,18
2.90499997138977,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,19
5.00500011444092,0.010000,0.035000,0.006000,0,0,1,1,cooling,0.006000,20
